CustLastName,CustFirstName,CustMiddleInitial,CustSuffix,CustDOB,CustSalutation,CusteMailAddress,Gender,SSN_TIN,SSNType,CustomerLegacyID,WithholdingCode,PreferredLanguage,StartDate,EndDate,CustomerID
Sankey,North,F,III,1946-06-11,Dr,nsankeyem@angelfire.com,F,337-54-3655,SSN,LEG383326,EX,Spanish,2016-06-10,,527
Rankin,Ame,C,NA,1946-06-12,Mrs,arankinen@csmonitor.com,M,530-71-0233,SSN,LEG767989,W2,Mandarin,2016-06-11,2027-06-12,528
Fullard,Nola,V,NA,1946-06-13,Mr,nfullardeo@acquirethisname.com,F,238-26-1847,TIN,LEG996876,W1,English,2016-06-12,2027-06-13,529
Bosward,Cass,R,Sr,1946-06-14,Mrs,cboswardep@ustream.tv,F,508-27-6882,TIN,LEG187549,W2,Spanish,2016-06-13,2027-06-14,530
Suarez,Reid,H,III,1946-06-15,Mrs,rsuarezeq@t.co,M,791-50-3318,SSN,LEG548193,W1,Mandarin,2016-06-14,,531
Kopisch,Lombard,X,III,1946-06-16,Ms,lkopischer@blogs.com,F,772-42-9136,SSN,LEG621502,EX,English,2016-06-15,,532
Bygreaves,Lorianna,X,NA,1946-06-17,Ms,lbygreaveses@whitehouse.gov,F,826-99-6918,SSN,LEG144947,W4,Mandarin,2016-06-16,,533
Buttress,Dag,A,II,1946-06-18,Ms,dbuttresset@altervista.org,F,587-91-6951,SSN,LEG994723,W2,Spanish,2016-06-17,,534
Derrington,Naoma,B,Sr,1946-06-19,Dr,nderringtoneu@nbcnews.com,M,805-05-7653,TIN,LEG493335,W2,Spanish,2016-06-18,,535
Calderonello,Zia,X,II,1946-06-20,Mr,zcalderonelloev@huffingtonpost.com,F,552-52-1137,SSN,LEG094978,EX,Spanish,2016-06-19,,536
Duncombe,Siana,D,NA,1946-06-21,Dr,sduncombeew@lycos.com,M,783-84-9926,SSN,LEG536978,W2,Mandarin,2016-06-20,,537
Brosh,Bret,K,III,1946-06-22,Mrs,bbroshex@myspace.com,M,743-18-7480,SSN,LEG167282,W1,Mandarin,2016-06-21,2027-06-22,538
Lewcock,Marcile,L,Jr,1946-06-23,Dr,mlewcockey@europa.eu,F,599-76-8822,TIN,LEG330368,W1,Mandarin,2016-06-22,2027-06-23,539
Kemmish,Gauthier,T,Sr,1946-06-24,Dr,gkemmishez@stumbleupon.com,F,432-30-1309,TIN,LEG779062,W4,Spanish,2016-06-23,2027-06-24,540
Demke,Karlan,S,Sr,1946-06-25,Dr,kdemkef0@geocities.jp,M,589-50-7797,TIN,LEG611203,W2,English,2016-06-24,,541
Behnecken,Ellene,Y,Jr,1946-06-26,Mrs,ebehneckenf1@globo.com,M,104-86-5208,SSN,LEG255548,EX,English,2016-06-25,,542
Smaling,Ruggiero,J,III,1946-06-27,Dr,rsmalingf2@amazon.co.jp,M,415-67-0499,SSN,LEG853970,W1,Mandarin,2016-06-26,,543
Gauge,Pierrette,K,Sr,1946-06-28,Ms,pgaugef3@timesonline.co.uk,M,159-50-3505,TIN,LEG956816,W2,English,2016-06-27,,544
Bosence,Vanya,O,II,1946-06-29,Mrs,vbosencef4@alibaba.com,M,124-89-0025,TIN,LEG081113,W1,Spanish,2016-06-28,,545
Boyce,Florrie,Y,NA,1946-06-30,Dr,fboycef5@moonfruit.com,M,712-66-8388,SSN,LEG221093,W4,Spanish,2016-06-29,,546
Raulstone,Marysa,I,III,1946-07-01,Mrs,mraulstonef6@nsw.gov.au,F,178-71-2703,TIN,LEG159110,W4,Spanish,2016-06-30,,547
Ausello,Margo,S,II,1946-07-02,Ms,mausellof7@wired.com,F,731-01-1800,TIN,LEG705088,EX,Spanish,2016-07-01,2027-07-02,548
Munehay,Bax,S,NA,1946-07-03,Mrs,bmunehayf8@comcast.net,F,295-13-9437,TIN,LEG960008,W1,English,2016-07-02,2027-07-03,549
Magog,Edgardo,Y,NA,1946-07-04,Mrs,emagogf9@state.gov,M,280-85-6228,SSN,LEG836708,W4,English,2016-07-03,2027-07-04,550
Gresser,Carlynne,O,Sr,1946-07-05,Ms,cgresserfa@oracle.com,M,793-92-6230,SSN,LEG391210,W4,English,2016-07-04,,551
Hoodlass,Ellene,T,II,1946-07-06,Mrs,ehoodlassfb@baidu.com,M,507-47-1211,TIN,LEG462019,W1,English,2016-07-05,,552
Schiefersten,Winnifred,P,Jr,1946-07-07,Ms,wschieferstenfc@foxnews.com,M,588-50-7527,SSN,LEG506416,W2,Spanish,2016-07-06,,553
Elwill,Stavros,I,NA,1946-07-08,Mr,selwillfd@ovh.net,M,314-85-8259,TIN,LEG353779,W4,Mandarin,2016-07-07,,554
Dawtrey,Gavra,D,NA,1946-07-09,Mr,gdawtreyfe@psu.edu,F,231-16-7194,TIN,LEG628326,W1,English,2016-07-08,,555
Stripp,Kane,X,NA,1946-07-10,Mrs,kstrippff@army.mil,M,812-66-5738,TIN,LEG521439,W2,Mandarin,2016-07-09,,556
Ledwidge,Reyna,R,Jr,1946-07-11,Mrs,rledwidgefg@reference.com,F,115-35-1025,SSN,LEG108498,W1,Mandarin,2016-07-10,,557
Bovis,Max,W,III,1946-07-12,Mr,mbovisfh@psu.edu,F,531-87-3286,SSN,LEG452209,EX,Spanish,2016-07-11,2027-07-12,558
Scrammage,Rab,S,II,1946-07-13,Mr,rscrammagefi@youtube.com,M,433-81-2547,TIN,LEG422475,W2,English,2016-07-12,2027-07-13,559
Audiss,Beverly,W,III,1946-07-14,Dr,baudissfj@alexa.com,M,157-66-6314,SSN,LEG457536,W2,Spanish,2016-07-13,2027-07-14,560
Basezzi,Lidia,C,Jr,1946-07-15,Ms,lbasezzifk@vkontakte.ru,M,246-58-9975,SSN,LEG054172,W1,Spanish,2016-07-14,,561
Fortnam,Benedict,Y,Jr,1946-07-16,Ms,bfortnamfl@yelp.com,M,292-49-0474,TIN,LEG678656,W2,English,2016-07-15,,562
Wilshin,Katharine,L,Jr,1946-07-17,Dr,kwilshinfm@earthlink.net,F,707-50-4481,TIN,LEG900937,EX,English,2016-07-16,,563
Yankishin,Leoline,F,II,1946-07-18,Mr,lyankishinfn@examiner.com,F,707-56-5156,TIN,LEG122537,EX,Spanish,2016-07-17,,564
Kieran,Cari,H,NA,1946-07-19,Ms,ckieranfo@indiegogo.com,M,784-86-7784,TIN,LEG989676,W1,Mandarin,2016-07-18,,565
Cheney,Kate,D,NA,1946-07-20,Ms,kcheneyfp@cbsnews.com,F,749-86-7746,SSN,LEG983900,EX,Mandarin,2016-07-19,,566
Jaslem,Elnora,X,NA,1946-07-21,Mrs,ejaslemfq@paginegialle.it,F,166-38-5517,SSN,LEG202144,W4,English,2016-07-20,,567
Wollard,Nixie,S,Sr,1946-07-22,Dr,nwollardfr@omniture.com,F,562-76-2911,TIN,LEG191712,W4,English,2016-07-21,2027-07-22,568
Linfoot,Cash,Z,II,1946-07-23,Dr,clinfootfs@plala.or.jp,F,856-54-1980,SSN,LEG820812,EX,Mandarin,2016-07-22,2027-07-23,569
Ivankov,Theodor,J,Jr,1946-07-24,Mr,tivankovft@desdev.cn,F,829-19-8856,SSN,LEG296602,W2,English,2016-07-23,2027-07-24,570
Southcombe,Trisha,L,Jr,1946-07-25,Ms,tsouthcombefu@icq.com,M,151-64-6437,TIN,LEG756537,EX,Spanish,2016-07-24,,571
Ashfield,Yard,Z,Jr,1946-07-26,Mr,yashfieldfv@un.org,F,672-50-5858,TIN,LEG029204,EX,English,2016-07-25,,572
Simmins,Griswold,O,III,1946-07-27,Mr,gsimminsfw@addtoany.com,F,752-41-1791,SSN,LEG538216,EX,Mandarin,2016-07-26,,573
Roswarn,Gabriel,L,NA,1946-07-28,Ms,groswarnfx@histats.com,M,599-29-9206,SSN,LEG321182,W1,Mandarin,2016-07-27,,574
Pantin,Rafaelia,L,NA,1946-07-29,Ms,rpantinfy@weebly.com,F,683-58-0166,SSN,LEG145295,EX,English,2016-07-28,,575
Kenwell,Goldarina,T,III,1946-07-30,Dr,gkenwellfz@eventbrite.com,F,107-54-4072,SSN,LEG684720,W2,Spanish,2016-07-29,,576
Van der Hoven,Lesley,Y,NA,1946-07-31,Dr,lvanderhoveng0@sakura.ne.jp,F,604-11-4828,TIN,LEG033529,W1,Mandarin,2016-07-30,,577
Mouncey,Tallie,K,NA,1946-08-01,Mr,tmounceyg1@ucla.edu,F,438-65-2111,TIN,LEG479317,EX,English,2016-07-31,2027-08-01,578
Emmott,Staci,W,II,1946-08-02,Mrs,semmottg2@netvibes.com,F,785-53-3496,SSN,LEG029646,W1,Spanish,2016-08-01,2027-08-02,579
Beaconsall,Zorine,N,NA,1946-08-03,Mrs,zbeaconsallg3@hibu.com,F,809-36-8109,TIN,LEG892564,W2,English,2016-08-02,2027-08-03,580
Arnecke,Lovell,V,Sr,1946-08-04,Dr,larneckeg4@naver.com,M,338-81-8608,SSN,LEG084054,W4,Spanish,2016-08-03,,581
Woodyear,Suzanna,Z,Jr,1946-08-05,Mr,swoodyearg5@furl.net,M,158-72-6824,TIN,LEG155387,W4,Spanish,2016-08-04,,582
Morrish,Daveen,H,Sr,1946-08-06,Mr,dmorrishg6@noaa.gov,M,849-23-4179,TIN,LEG387244,W2,Spanish,2016-08-05,,583
Handslip,Wendell,N,Sr,1946-08-07,Mr,whandslipg7@addthis.com,M,423-43-0943,TIN,LEG070715,W1,Spanish,2016-08-06,,584
Banbridge,Oren,Q,III,1946-08-08,Mrs,obanbridgeg8@nba.com,F,109-39-3276,SSN,LEG616943,EX,Mandarin,2016-08-07,,585
Woodstock,Marylynne,R,III,1946-08-09,Mr,mwoodstockg9@sourceforge.net,M,743-91-0681,SSN,LEG262313,W4,Spanish,2016-08-08,,586
McLucas,Jill,G,Sr,1946-08-10,Dr,jmclucasga@github.com,M,570-30-9113,TIN,LEG943636,W2,English,2016-08-09,,587
Guppey,Rosemary,V,NA,1946-08-11,Mr,rguppeygb@slideshare.net,F,432-60-5962,SSN,LEG456153,EX,Mandarin,2016-08-10,2027-08-11,588
Servant,Cindra,N,Jr,1946-08-12,Mrs,cservantgc@tuttocitta.it,M,134-33-8334,TIN,LEG562404,W1,Mandarin,2016-08-11,2027-08-12,589
Fish,Euphemia,V,II,1946-08-13,Mrs,efishgd@merriam-webster.com,M,893-03-9593,TIN,LEG658011,W4,Mandarin,2016-08-12,2027-08-13,590
Franses,Janaya,M,II,1946-08-14,Mr,jfransesge@acquirethisname.com,F,412-21-0916,TIN,LEG521671,W2,English,2016-08-13,,591
Scrivenor,Lin,C,II,1946-08-15,Mrs,lscrivenorgf@t.co,M,743-14-5556,TIN,LEG510225,W4,English,2016-08-14,,592
Blaylock,Teddie,X,Jr,1946-08-16,Ms,tblaylockgg@tripadvisor.com,F,329-90-2876,SSN,LEG576398,EX,English,2016-08-15,,593
Hargrave,Collen,L,II,1946-08-17,Mrs,chargravegh@salon.com,M,791-24-4115,TIN,LEG618236,W4,Mandarin,2016-08-16,,594
Bluschke,Veronike,K,NA,1946-08-18,Mrs,vbluschkegi@buzzfeed.com,M,535-34-8775,TIN,LEG266745,W1,Mandarin,2016-08-17,,595
Gabe,Grenville,X,Sr,1946-08-19,Mr,ggabegj@edublogs.org,F,804-19-6057,TIN,LEG077445,W2,Spanish,2016-08-18,,596
Vasishchev,Phaidra,B,III,1946-08-20,Dr,pvasishchevgk@xrea.com,M,489-84-8438,SSN,LEG953701,W4,Spanish,2016-08-19,,597
Tothacot,Rhonda,I,Sr,1946-08-21,Dr,rtothacotgl@phpbb.com,F,887-29-0663,TIN,LEG206829,W1,English,2016-08-20,2027-08-21,598
Rockcliffe,Ardys,M,Jr,1946-08-22,Ms,arockcliffegm@google.de,M,492-36-0612,TIN,LEG748908,W2,Mandarin,2016-08-21,2027-08-22,599
Shadrach,Moses,L,Jr,1946-08-23,Ms,mshadrachgn@time.com,M,235-80-2618,TIN,LEG766288,W4,Mandarin,2016-08-22,2027-08-23,600
Brownsword,Petr,Y,Jr,1946-08-24,Dr,pbrownswordgo@springer.com,F,520-27-3214,TIN,LEG608361,W4,Mandarin,2016-08-23,,601
Doghartie,Libbie,H,III,1946-08-25,Mr,ldoghartiegp@hud.gov,F,371-87-3019,SSN,LEG858707,W4,English,2016-08-24,,602
Simoens,Juana,D,NA,1946-08-26,Mr,jsimoensgq@weibo.com,M,758-25-9896,SSN,LEG814335,W1,English,2016-08-25,,603
Grunnell,Joceline,P,NA,1946-08-27,Ms,jgrunnellgr@freewebs.com,M,883-50-4421,TIN,LEG193393,W2,Mandarin,2016-08-26,,604
Aykroyd,Jabez,A,Sr,1946-08-28,Mr,jaykroydgs@webnode.com,F,148-15-2142,SSN,LEG610561,W4,Mandarin,2016-08-27,,605
Starrs,Pearla,P,III,1946-08-29,Ms,pstarrsgt@nih.gov,M,451-95-1145,SSN,LEG151908,W1,English,2016-08-28,,606
Hentzer,Cynthea,E,II,1946-08-30,Dr,chentzergu@bbb.org,M,153-96-5098,TIN,LEG748432,W1,Spanish,2016-08-29,,607
Gogie,Ros,T,III,1946-08-31,Mr,rgogiegv@de.vu,F,409-87-7388,TIN,LEG998507,W4,English,2016-08-30,2027-08-31,608
Postins,Caldwell,L,NA,1946-09-01,Ms,cpostinsgw@geocities.com,M,442-29-9440,SSN,LEG262400,W1,Mandarin,2016-08-31,2027-09-01,609
Fairham,Darsey,V,II,1946-09-02,Mrs,dfairhamgx@geocities.jp,F,798-76-3103,SSN,LEG054213,W1,Spanish,2016-09-01,2027-09-02,610
Blakiston,Ahmad,T,Sr,1946-09-03,Mr,ablakistongy@comsenz.com,M,539-51-3733,SSN,LEG277613,W2,Spanish,2016-09-02,,611
Gout,Marianna,G,Jr,1946-09-04,Mrs,mgoutgz@amazon.co.jp,F,381-06-6513,SSN,LEG855309,W1,English,2016-09-03,,612
Megroff,Chrysa,I,NA,1946-09-05,Mrs,cmegroffh0@facebook.com,M,192-52-8716,SSN,LEG952236,W4,English,2016-09-04,,613
Grabeham,Iain,F,NA,1946-09-06,Mr,igrabehamh1@nyu.edu,M,566-75-1467,TIN,LEG365938,W2,Spanish,2016-09-05,,614
Atlee,Camile,U,NA,1946-09-07,Mrs,catleeh2@twitpic.com,F,632-39-4670,SSN,LEG901422,EX,Mandarin,2016-09-06,,615
Hyndley,Binny,U,III,1946-09-08,Dr,bhyndleyh3@businessweek.com,F,279-09-7824,SSN,LEG315516,W1,Mandarin,2016-09-07,,616
Slowley,Kati,Q,II,1946-09-09,Dr,kslowleyh4@bloomberg.com,F,444-04-2102,TIN,LEG398511,W4,Spanish,2016-09-08,,617
Jeanequin,Candice,H,III,1946-09-10,Mrs,cjeanequinh5@phpbb.com,M,655-85-2822,TIN,LEG801231,W1,Spanish,2016-09-09,2027-09-10,618
Zammett,Daloris,B,Jr,1946-09-11,Mrs,dzammetth6@themeforest.net,F,843-12-6157,TIN,LEG217815,W2,Mandarin,2016-09-10,2027-09-11,619
Wainman,Kean,Q,NA,1946-09-12,Ms,kwainmanh7@thetimes.co.uk,M,359-38-6426,TIN,LEG055874,W4,Mandarin,2016-09-11,2027-09-12,620
Van de Velde,Jed,T,II,1946-09-13,Dr,jvandeveldeh8@live.com,F,851-42-5993,TIN,LEG173874,W2,Spanish,2016-09-12,,621
Noon,Brooke,Y,NA,1946-09-14,Mrs,bnoonh9@mediafire.com,F,360-60-4200,SSN,LEG763156,W4,Mandarin,2016-09-13,,622
McGinnis,Berny,K,Sr,1946-09-15,Mr,bmcginnisha@go.com,F,281-06-8336,TIN,LEG487136,W1,Mandarin,2016-09-14,,623
Radeliffe,Wini,D,Sr,1946-09-16,Mrs,wradeliffehb@dedecms.com,M,199-19-5972,TIN,LEG979389,EX,Spanish,2016-09-15,,624
Rubberts,Nelson,D,II,1946-09-17,Mrs,nrubbertshc@last.fm,F,712-28-6870,SSN,LEG369297,EX,English,2016-09-16,,625
Mompesson,Barbi,R,Jr,1946-09-18,Mr,bmompessonhd@merriam-webster.com,M,206-98-5760,SSN,LEG899164,EX,English,2016-09-17,,626
Cleever,Rosalind,Q,II,1946-09-19,Mrs,rcleeverhe@nyu.edu,F,468-69-6984,SSN,LEG963791,W4,Mandarin,2016-09-18,,627
Gosart,Kellsie,P,NA,1946-09-20,Dr,kgosarthf@wix.com,M,449-15-6325,TIN,LEG932478,W2,Mandarin,2016-09-19,2027-09-20,628
Lomond,Juliann,B,Sr,1946-09-21,Ms,jlomondhg@baidu.com,F,513-34-8196,SSN,LEG210864,W4,Mandarin,2016-09-20,2027-09-21,629
Waine,Emelen,R,II,1946-09-22,Mr,ewainehh@free.fr,F,545-66-9373,TIN,LEG557669,EX,Spanish,2016-09-21,2027-09-22,630
Bifield,Elvira,L,NA,1946-09-23,Mr,ebifieldhi@wiley.com,M,660-09-5026,SSN,LEG915091,W2,English,2016-09-22,,631
Cisland,Irvine,U,II,1946-09-24,Dr,icislandhj@altervista.org,M,472-78-4101,TIN,LEG632744,W4,English,2016-09-23,,632
Eagleston,Kandace,B,NA,1946-09-25,Mrs,keaglestonhk@themeforest.net,M,204-15-0130,SSN,LEG711585,W2,English,2016-09-24,,633
Dumini,Cullen,I,II,1946-09-26,Mrs,cduminihl@g.co,F,462-91-7850,TIN,LEG928291,W1,Mandarin,2016-09-25,,634
de Guerre,Verna,V,Sr,1946-09-27,Mrs,vdeguerrehm@stanford.edu,F,817-24-3337,TIN,LEG941248,W1,English,2016-09-26,,635
Rediers,Ilise,K,III,1946-09-28,Dr,irediershn@dagondesign.com,M,385-36-4960,TIN,LEG439285,W4,English,2016-09-27,,636
Broggetti,Jodi,Y,NA,1946-09-29,Dr,jbroggettiho@mit.edu,M,589-95-3140,SSN,LEG701523,W1,English,2016-09-28,,637
Goodhall,Janaye,Q,III,1946-09-30,Mrs,jgoodhallhp@list-manage.com,M,759-10-3245,SSN,LEG492059,W4,English,2016-09-29,2027-09-30,638
Tyrone,Anett,D,III,1946-10-01,Dr,atyronehq@tuttocitta.it,M,398-57-6561,SSN,LEG148132,W2,Spanish,2016-09-30,2027-10-01,639
Marshfield,Regine,C,NA,1946-10-02,Dr,rmarshfieldhr@yellowpages.com,M,746-86-4809,TIN,LEG992695,W1,Spanish,2016-10-01,2027-10-02,640
Reignolds,Chaim,D,Jr,1946-10-03,Mrs,creignoldshs@statcounter.com,F,620-20-7825,SSN,LEG545888,W2,English,2016-10-02,,641
Jockle,Kyrstin,T,III,1946-10-04,Mr,kjockleht@blinklist.com,M,887-46-8302,TIN,LEG218954,W1,Spanish,2016-10-03,,642
Stronge,Maris,C,III,1946-10-05,Mrs,mstrongehu@weebly.com,M,702-28-8203,TIN,LEG277744,EX,English,2016-10-04,,643
Scotchmer,Ugo,T,Jr,1946-10-06,Mrs,uscotchmerhv@ed.gov,M,446-26-5152,SSN,LEG431496,W1,Mandarin,2016-10-05,,644
Scargle,Arny,G,II,1946-10-07,Mrs,ascarglehw@artisteer.com,F,352-75-4905,SSN,LEG838431,W1,Mandarin,2016-10-06,,645
Pionter,Deloris,W,Sr,1946-10-08,Dr,dpionterhx@acquirethisname.com,M,780-17-8293,SSN,LEG647757,W2,English,2016-10-07,,646
Skokoe,Meggie,Q,NA,1946-10-09,Mrs,mskokoehy@yelp.com,F,482-78-2170,SSN,LEG210085,EX,Spanish,2016-10-08,,647
Allbut,Quentin,L,II,1946-10-10,Dr,qallbuthz@deviantart.com,M,847-89-3723,TIN,LEG669494,W1,Mandarin,2016-10-09,2027-10-10,648
Bushe,Thelma,N,III,1946-10-11,Mrs,tbushei0@ucoz.com,M,505-35-5583,SSN,LEG611438,W1,Spanish,2016-10-10,2027-10-11,649
Jarmain,Jessie,K,II,1946-10-12,Ms,jjarmaini1@hc360.com,M,128-73-4597,SSN,LEG007278,W1,English,2016-10-11,2027-10-12,650
Odo,Regina,V,NA,1946-10-13,Mr,rodoi2@google.pl,M,274-20-6281,SSN,LEG984662,W4,Spanish,2016-10-12,,651
Traher,Noreen,B,II,1946-10-14,Mrs,ntraheri3@phpbb.com,M,861-02-5835,TIN,LEG697959,W1,Mandarin,2016-10-13,,652
Stockow,Sephira,A,III,1946-10-15,Dr,sstockowi4@apache.org,F,516-42-3622,TIN,LEG436163,W2,English,2016-10-14,,653
Bridger,Humfried,F,Sr,1946-10-16,Mrs,hbridgeri5@360.cn,M,339-35-3538,SSN,LEG587557,W2,Spanish,2016-10-15,,654
Timny,Tris,S,Sr,1946-10-17,Dr,ttimnyi6@yellowpages.com,M,171-22-3954,SSN,LEG056889,W4,English,2016-10-16,,655
Limeburn,Sansone,F,Sr,1946-10-18,Mrs,slimeburni7@dot.gov,F,596-48-6164,SSN,LEG915294,EX,English,2016-10-17,,656
Iorizzo,Morley,G,II,1946-10-19,Ms,miorizzoi8@t.co,F,761-04-7524,SSN,LEG848404,EX,English,2016-10-18,,657
MacFaul,Isiahi,C,II,1946-10-20,Mr,imacfauli9@ted.com,F,101-10-6149,TIN,LEG260192,W4,Spanish,2016-10-19,2027-10-20,658
Magnar,Vin,E,III,1946-10-21,Mrs,vmagnaria@jugem.jp,M,765-07-2201,SSN,LEG799435,W2,Mandarin,2016-10-20,2027-10-21,659
Vagg,Karilynn,S,Sr,1946-10-22,Mr,kvaggib@unblog.fr,F,725-89-5058,SSN,LEG661836,W4,English,2016-10-21,2027-10-22,660
MacPadene,Cathlene,H,Sr,1946-10-23,Mrs,cmacpadeneic@imdb.com,F,445-44-3080,TIN,LEG461803,W2,Spanish,2016-10-22,,661
Tozer,Belvia,R,II,1946-10-24,Dr,btozerid@auda.org.au,M,203-94-3992,TIN,LEG335468,EX,Mandarin,2016-10-23,,662
Maestro,Madel,A,Jr,1946-10-25,Mrs,mmaestroie@abc.net.au,F,796-43-8528,SSN,LEG523313,W4,Mandarin,2016-10-24,,663
Gallichiccio,Morna,Q,Jr,1946-10-26,Mrs,mgallichiccioif@stumbleupon.com,F,172-15-3956,TIN,LEG421247,W1,Mandarin,2016-10-25,,664
Bensley,Evie,E,Sr,1946-10-27,Dr,ebensleyig@digg.com,F,364-77-7972,SSN,LEG047844,W2,Mandarin,2016-10-26,,665
Asif,Cordey,M,Sr,1946-10-28,Mr,casifih@google.co.uk,F,857-33-4466,SSN,LEG928584,W2,Spanish,2016-10-27,,666
Perett,Benedick,D,III,1946-10-29,Mr,bperettii@dropbox.com,M,566-16-8665,SSN,LEG540822,W1,Mandarin,2016-10-28,,667
Delacroix,Charissa,G,II,1946-10-30,Dr,cdelacroixij@liveinternet.ru,M,368-74-3018,SSN,LEG973613,W1,Spanish,2016-10-29,2027-10-30,668
Haspineall,Bink,E,NA,1946-10-31,Ms,bhaspineallik@google.cn,F,348-24-3755,SSN,LEG741408,W2,Mandarin,2016-10-30,2027-10-31,669
Lugsdin,Aarika,V,Sr,1946-11-01,Mrs,alugsdinil@networkadvertising.org,F,480-36-0506,SSN,LEG814171,W1,English,2016-10-31,2027-11-01,670
Lilie,Allegra,I,II,1946-11-02,Mr,alilieim@diigo.com,M,814-96-7048,TIN,LEG465193,W4,Mandarin,2016-11-01,,671
Minero,Tabbie,E,II,1946-11-03,Mr,tmineroin@about.com,F,861-37-4193,TIN,LEG500591,W2,English,2016-11-02,,672
Souster,Nevil,Q,III,1946-11-04,Mr,nsousterio@myspace.com,M,165-79-9895,SSN,LEG020193,W4,Mandarin,2016-11-03,,673
Bilney,Rosanna,O,II,1946-11-05,Mrs,rbilneyip@constantcontact.com,M,536-72-0472,TIN,LEG487364,W2,Mandarin,2016-11-04,,674
Bettenson,Barris,E,Jr,1946-11-06,Ms,bbettensoniq@domainmarket.com,F,632-08-6692,TIN,LEG378444,EX,English,2016-11-05,,675
Skeen,Pat,Q,Sr,1946-11-07,Dr,pskeenir@pbs.org,M,871-27-0538,TIN,LEG383484,W1,Mandarin,2016-11-06,,676
Cairns,Rolf,Z,III,1946-11-08,Dr,rcairnsis@acquirethisname.com,M,213-43-2648,TIN,LEG890405,W1,Mandarin,2016-11-07,,677
Bonsey,Matty,G,NA,1946-11-09,Mr,mbonseyit@house.gov,F,335-44-6850,SSN,LEG062693,W4,Mandarin,2016-11-08,2027-11-09,678
O'Fihily,Burr,I,NA,1946-11-10,Ms,bofihilyiu@globo.com,M,583-33-2353,TIN,LEG346211,W4,Mandarin,2016-11-09,2027-11-10,679
Brand-Hardy,Yovonnda,Q,Jr,1946-11-11,Dr,ybrandhardyiv@mail.ru,M,328-99-0356,TIN,LEG264447,W1,Mandarin,2016-11-10,2027-11-11,680
Mandal,Gennie,D,II,1946-11-12,Mrs,gmandaliw@china.com.cn,F,129-72-8920,TIN,LEG134668,W4,Spanish,2016-11-11,,681
Jankovsky,Tana,C,NA,1946-11-13,Dr,tjankovskyix@ucsd.edu,F,733-32-0473,TIN,LEG290194,W4,Spanish,2016-11-12,,682
Jagiela,Ossie,K,II,1946-11-14,Mrs,ojagielaiy@about.com,M,136-66-3671,TIN,LEG799813,EX,Mandarin,2016-11-13,,683
Olner,Staffard,Q,NA,1946-11-15,Mr,solneriz@yahoo.co.jp,M,392-04-3903,TIN,LEG960579,W1,Mandarin,2016-11-14,,684
Maginn,Mandel,X,Sr,1946-11-16,Mr,mmaginnj0@imdb.com,F,772-22-6405,SSN,LEG668382,EX,Mandarin,2016-11-15,,685
Caps,John,O,II,1946-11-17,Ms,jcapsj1@netvibes.com,M,251-20-1858,SSN,LEG584804,W4,Mandarin,2016-11-16,,686
Killiner,Sherwynd,F,Jr,1946-11-18,Ms,skillinerj2@mozilla.com,F,283-94-3403,SSN,LEG991198,W1,English,2016-11-17,,687
Bahls,Eli,W,NA,1946-11-19,Dr,ebahlsj3@jiathis.com,M,602-78-7844,SSN,LEG293293,EX,English,2016-11-18,2027-11-19,688
Spinelli,Lora,X,II,1946-11-20,Ms,lspinellij4@google.it,M,604-11-5139,SSN,LEG098541,EX,English,2016-11-19,2027-11-20,689
Gabbot,Diana,N,II,1946-11-21,Dr,dgabbotj5@jugem.jp,F,385-71-5536,SSN,LEG573010,EX,Mandarin,2016-11-20,2027-11-21,690
Gaddesby,Donni,G,NA,1946-11-22,Mrs,dgaddesbyj6@ycombinator.com,M,746-84-3935,TIN,LEG325438,W4,Spanish,2016-11-21,,691
Hacon,Therine,I,NA,1946-11-23,Mrs,thaconj7@engadget.com,M,530-91-7567,TIN,LEG837553,W2,English,2016-11-22,,692
Deuss,Lucie,U,Sr,1946-11-24,Mr,ldeussj8@wikispaces.com,F,336-58-3918,SSN,LEG825772,W1,English,2016-11-23,,693
Marchent,Malanie,D,NA,1946-11-25,Ms,mmarchentj9@yellowbook.com,F,349-25-0704,SSN,LEG730552,W2,Mandarin,2016-11-24,,694
Brower,Angelica,T,Jr,1946-11-26,Mr,abrowerja@a8.net,F,863-09-7581,TIN,LEG781774,W2,English,2016-11-25,,695
Cundey,Rivi,M,NA,1946-11-27,Mrs,rcundeyjb@eventbrite.com,M,252-15-9420,TIN,LEG645555,W1,English,2016-11-26,,696
Dumingos,Lexie,R,II,1946-11-28,Dr,ldumingosjc@cnbc.com,F,773-09-9969,TIN,LEG319252,EX,English,2016-11-27,,697
Habert,Solomon,A,Jr,1946-11-29,Mrs,shabertjd@princeton.edu,M,554-33-8855,SSN,LEG343859,W4,Spanish,2016-11-28,2027-11-29,698
Dearden,Shelagh,I,Sr,1946-11-30,Mrs,sdeardenje@yahoo.com,M,598-06-2667,TIN,LEG793140,W2,English,2016-11-29,2027-11-30,699
Bowdler,Wells,F,Jr,1946-12-01,Mr,wbowdlerjf@cloudflare.com,M,603-34-8422,SSN,LEG065414,W4,English,2016-11-30,2027-12-01,700
Von Welden,Dieter,B,Sr,1946-12-02,Dr,dvonweldenjg@utexas.edu,M,253-69-8245,SSN,LEG749283,W2,Mandarin,2016-12-01,,701
